dep_code,p_transf,p_orth,resources_mult,resource,usage
42,0.7,0.12,1,KINE_DOM,1.0
42,0.7,0.12,1,KINE_SSR,1.0
42,0.7,0.12,1,finance,0.964
42,0.7,0.12,1,CSC,1.0
42,0.7,0.12,1,DERMA,1.0
42,0.7,0.12,1,ENDO,1.0
42,0.7,0.12,1,GASTRO,1.0
42,0.7,0.12,1,GYNECO,1.0
42,0.7,0.12,1,OPH,1.0
42,0.7,0.12,1,ORL,1.0
42,0.7,0.12,1,RHUMA,1.0
42,0.7,0.12,1,URO,1.0
42,0.8,0.12,1,CHIR/ORTHO,0.968
42,0.8,0.12,1,ANES,0.967
42,0.8,0.12,1,KINE_MCO,1.0
42,0.8,0.12,1,DAY_HC,1.0
42,0.8,0.12,1,KINE_DOM,1.0
42,0.8,0.12,1,KINE_SSR,1.0
42,0.8,0.12,1,finance,0.964
42,0.8,0.12,1,CSC,1.0
42,0.8,0.12,1,DERMA,1.0
42,0.8,0.12,1,ENDO,1.0
42,0.8,0.12,1,GASTRO,1.0
42,0.8,0.12,1,GYNECO,1.0
42,0.8,0.12,1,OPH,1.0
42,0.8,0.12,1,ORL,1.0
42,0.8,0.12,1,RHUMA,1.0
42,0.8,0.12,1,URO,1.0
42,0.9,0.12,1,CHIR/ORTHO,0.968
42,0.9,0.12,1,ANES,0.967
42,0.9,0.12,1,KINE_MCO,1.0
42,0.9,0.12,1,DAY_HC,1.0
42,0.9,0.12,1,KINE_DOM,1.0
42,0.9,0.12,1,KINE_SSR,1.0
42,0.9,0.12,1,finance,0.964
42,0.9,0.12,1,CSC,1.0
42,0.9,0.12,1,DERMA,1.0
42,0.9,0.12,1,ENDO,1.0
42,0.9,0.12,1,GASTRO,1.0
42,0.9,0.12,1,GYNECO,1.0
42,0.9,0.12,1,OPH,1.0
42,0.9,0.12,1,ORL,1.0
42,0.9,0.12,1,RHUMA,1.0
42,0.9,0.12,1,URO,1.0
42,1.0,0.12,1,CHIR/ORTHO,0.968
42,1.0,0.12,1,ANES,0.967
42,1.0,0.12,1,KINE_MCO,1.0
42,1.0,0.12,1,DAY_HC,1.0
42,1.0,0.12,1,KINE_DOM,1.0
42,1.0,0.12,1,KINE_SSR,1.0
42,1.0,0.12,1,finance,0.964
42,1.0,0.12,1,CSC,1.0
42,1.0,0.12,1,DERMA,1.0
42,1.0,0.12,1,ENDO,1.0
42,1.0,0.12,1,GASTRO,1.0
42,1.0,0.12,1,GYNECO,1.0
42,1.0,0.12,1,OPH,1.0
42,1.0,0.12,1,ORL,1.0
42,1.0,0.12,1,RHUMA,1.0
42,1.0,0.12,1,URO,1.0
42,1,0,1.05,CHIR/ORTHO,0.996
42,1,0,1.05,ANES,0.997
42,1,0,1.05,KINE_MCO,1.0
42,1,0,1.05,DAY_HC,1.0
42,1,0,1.05,KINE_DOM,1.0
42,1,0,1.05,KINE_SSR,1.0
42,1,0,1.05,finance,0.991
42,1,0,1.05,CSC,1.0
42,1,0,1.05,DERMA,1.0
42,1,0,1.05,ENDO,1.0
42,1,0,1.05,GASTRO,1.0
42,1,0,1.05,GYNECO,1.0
42,1,0,1.05,OPH,1.0
42,1,0,1.05,ORL,1.0
42,1,0,1.05,RHUMA,1.0
42,1,0,1.05,URO,1.0
42,1,0,1.1,CHIR/ORTHO,0.996
42,1,0,1.1,ANES,0.996
42,1,0,1.1,KINE_MCO,1.0
42,1,0,1.1,DAY_HC,1.0
42,1,0,1.1,KINE_DOM,1.0
42,1,0,1.1,KINE_SSR,1.0
42,1,0,1.1,finance,0.991
42,1,0,1.1,CSC,1.0
42,1,0,1.1,DERMA,1.0
42,1,0,1.1,ENDO,1.0
42,1,0,1.1,GASTRO,1.0
42,1,0,1.1,GYNECO,1.0
42,1,0,1.1,OPH,1.0
42,1,0,1.1,ORL,1.0
42,1,0,1.1,RHUMA,1.0
42,1,0,1.1,URO,1.0
42,1,0,1.15,CHIR/ORTHO,0.997
42,1,0,1.15,ANES,0.996
42,1,0,1.15,KINE_MCO,1.0
42,1,0,1.15,DAY_HC,1.0
42,1,0,1.15,KINE_DOM,1.0
42,1,0,1.15,KINE_SSR,1.0
42,1,0,1.15,finance,0.991
42,1,0,1.15,CSC,1.0
42,1,0,1.15,DERMA,1.0
42,1,0,1.15,ENDO,1.0
42,1,0,1.15,GASTRO,1.0
42,1,0,1.15,GYNECO,1.0
42,1,0,1.15,OPH,1.0
42,1,0,1.15,ORL,1.0
42,1,0,1.15,RHUMA,1.0
42,1,0,1.15,URO,1.0
42,1,0,1.2,CHIR/ORTHO,0.997
42,1,0,1.2,ANES,0.995
42,1,0,1.2,KINE_MCO,1.0
42,1,0,1.2,DAY_HC,1.0
42,1,0,1.2,KINE_DOM,1.0
42,1,0,1.2,KINE_SSR,1.0
42,1,0,1.2,finance,0.991
42,1,0,1.2,CSC,1.0
42,1,0,1.2,DERMA,1.0
42,1,0,1.2,ENDO,1.0
42,1,0,1.2,GASTRO,1.0
42,1,0,1.2,GYNECO,1.0
42,1,0,1.2,OPH,1.0
42,1,0,1.2,ORL,1.0
42,1,0,1.2,RHUMA,1.0
42,1,0,1.2,URO,1.0
42,1,0,1.25,CHIR/ORTHO,0.996
42,1,0,1.25,ANES,0.995
42,1,0,1.25,KINE_MCO,1.0
42,1,0,1.25,DAY_HC,1.0
42,1,0,1.25,KINE_DOM,1.0
42,1,0,1.25,KINE_SSR,1.0
42,1,0,1.25,finance,0.991
42,1,0,1.25,CSC,1.0
42,1,0,1.25,DERMA,1.0
42,1,0,1.25,ENDO,1.0
42,1,0,1.25,GASTRO,1.0
42,1,0,1.25,GYNECO,1.0
42,1,0,1.25,OPH,1.0
42,1,0,1.25,ORL,1.0
42,1,0,1.25,RHUMA,1.0
42,1,0,1.25,URO,1.0
